text,intent
We need catering for about 15 people with mostly finger food.,menu
Can you cater for 15 people if we want mostly finger food?,menu
We have 15 guests and prefer mostly finger food. What can you offer?,menu
Is there a package for 15 people that focuses on mostly finger food?,menu
We need catering for about 15 people with mostly grilled meats.,menu
Can you cater for 15 people if we want mostly grilled meats?,menu
We have 15 guests and prefer mostly grilled meats. What can you offer?,menu
Is there a package for 15 people that focuses on mostly grilled meats?,menu
We need catering for about 15 people with a mix of salads and grills.,menu
Can you cater for 15 people if we want a mix of salads and grills?,menu
We have 15 guests and prefer a mix of salads and grills. What can you offer?,menu
Is there a package for 15 people that focuses on a mix of salads and grills?,menu
We need catering for about 15 people with a lot of mezze.,menu
Can you cater for 15 people if we want a lot of mezze?,menu
We have 15 guests and prefer a lot of mezze. What can you offer?,menu
Is there a package for 15 people that focuses on a lot of mezze?,menu
We need catering for about 20 people with mostly finger food.,menu
Can you cater for 20 people if we want mostly finger food?,menu
We have 20 guests and prefer mostly finger food. What can you offer?,menu
Is there a package for 20 people that focuses on mostly finger food?,menu
We need catering for about 20 people with mostly grilled meats.,menu
Can you cater for 20 people if we want mostly grilled meats?,menu
We have 20 guests and prefer mostly grilled meats. What can you offer?,menu
Is there a package for 20 people that focuses on mostly grilled meats?,menu
We need catering for about 20 people with a mix of salads and grills.,menu
Can you cater for 20 people if we want a mix of salads and grills?,menu
We have 20 guests and prefer a mix of salads and grills. What can you offer?,menu
Is there a package for 20 people that focuses on a mix of salads and grills?,menu
We need catering for about 20 people with a lot of mezze.,menu
Can you cater for 20 people if we want a lot of mezze?,menu
We have 20 guests and prefer a lot of mezze. What can you offer?,menu
Is there a package for 20 people that focuses on a lot of mezze?,menu
We need catering for about 25 people with mostly finger food.,menu
Can you cater for 25 people if we want mostly finger food?,menu
We have 25 guests and prefer mostly finger food. What can you offer?,menu
Is there a package for 25 people that focuses on mostly finger food?,menu
We need catering for about 25 people with mostly grilled meats.,menu
Can you cater for 25 people if we want mostly grilled meats?,menu
We have 25 guests and prefer mostly grilled meats. What can you offer?,menu
Is there a package for 25 people that focuses on mostly grilled meats?,menu
We need catering for about 25 people with a mix of salads and grills.,menu
Can you cater for 25 people if we want a mix of salads and grills?,menu
We have 25 guests and prefer a mix of salads and grills. What can you offer?,menu
Is there a package for 25 people that focuses on a mix of salads and grills?,menu
We need catering for about 25 people with a lot of mezze.,menu
Can you cater for 25 people if we want a lot of mezze?,menu
We have 25 guests and prefer a lot of mezze. What can you offer?,menu
Is there a package for 25 people that focuses on a lot of mezze?,menu
We need catering for about 30 people with mostly finger food.,menu
Can you cater for 30 people if we want mostly finger food?,menu
We have 30 guests and prefer mostly finger food. What can you offer?,menu
Is there a package for 30 people that focuses on mostly finger food?,menu
We need catering for about 30 people with mostly grilled meats.,menu
Can you cater for 30 people if we want mostly grilled meats?,menu
We have 30 guests and prefer mostly grilled meats. What can you offer?,menu
Is there a package for 30 people that focuses on mostly grilled meats?,menu
We need catering for about 30 people with a mix of salads and grills.,menu
Can you cater for 30 people if we want a mix of salads and grills?,menu
We have 30 guests and prefer a mix of salads and grills. What can you offer?,menu
Is there a package for 30 people that focuses on a mix of salads and grills?,menu
We need catering for about 30 people with a lot of mezze.,menu
Can you cater for 30 people if we want a lot of mezze?,menu
We have 30 guests and prefer a lot of mezze. What can you offer?,menu
Is there a package for 30 people that focuses on a lot of mezze?,menu
How spicy is your Batata Harra?,menu
Is the Batata Harra really hot or more mild?,menu
Can you make the Batata Harra less spicy?,menu
Can you make the Batata Harra extra spicy for me?,menu
How spicy is your spicy sujuk?,menu
Is the spicy sujuk really hot or more mild?,menu
Can you make the spicy sujuk less spicy?,menu
Can you make the spicy sujuk extra spicy for me?,menu
How spicy is your chili sauce?,menu
Is the chili sauce really hot or more mild?,menu
Can you make the chili sauce less spicy?,menu
Can you make the chili sauce extra spicy for me?,menu
How spicy is your spicy fries?,menu
Is the spicy fries really hot or more mild?,menu
Can you make the spicy fries less spicy?,menu
Can you make the spicy fries extra spicy for me?,menu
How spicy is your harissa on the side?,menu
Is the harissa on the side really hot or more mild?,menu
Can you make the harissa on the side less spicy?,menu
Can you make the harissa on the side extra spicy for me?,menu
What comes in the kids chicken nuggets?,menu
Is the kids chicken nuggets very big or more like a small portion?,menu
Does the kids chicken nuggets include a drink and fries?,menu
Can you make the kids chicken nuggets with no spices at all?,menu
What comes in the kids shawarma?,menu
Is the kids shawarma very big or more like a small portion?,menu
Does the kids shawarma include a drink and fries?,menu
Can you make the kids shawarma with no spices at all?,menu
What comes in the kids falafel?,menu
Is the kids falafel very big or more like a small portion?,menu
Does the kids falafel include a drink and fries?,menu
Can you make the kids falafel with no spices at all?,menu
Can you include plastic cutlery with my to-go order?,menu
"Do you put napkins and forks automatically, or should I ask?",menu
Please add extra napkins in the bag.,menu
Can you give us some small containers for leftovers?,menu
"Besides Arak, do you serve any other alcoholic drinks?",menu
Is Arak the only alcohol you have?,menu
Do you have non-alcoholic versions of your drinks?,menu
Can I just get water instead of a soft drink in a combo?,menu
I'd like to order a chicken shawarma plate with fries and a mint lemonade together.,menu
I'd like to order a chicken shawarma plate with fries and a Coke together.,menu
I'd like to order a chicken shawarma plate with fries and a Sprite together.,menu
I'd like to order a chicken shawarma plate with fries and a bottle of water together.,menu
I'd like to order a chicken shawarma plate with fries and a Laban-up yogurt drink together.,menu
I'd like to order a chicken shawarma plate with rice and a mint lemonade together.,menu
I'd like to order a chicken shawarma plate with rice and a Coke together.,menu
I'd like to order a chicken shawarma plate with rice and a Sprite together.,menu
I'd like to order a chicken shawarma plate with rice and a bottle of water together.,menu
I'd like to order a chicken shawarma plate with rice and a Laban-up yogurt drink together.,menu
I'd like to order a chicken shawarma plate with half rice and half fries and a mint lemonade together.,menu
I'd like to order a chicken shawarma plate with half rice and half fries and a Coke together.,menu
I'd like to order a chicken shawarma plate with half rice and half fries and a Sprite together.,menu
I'd like to order a chicken shawarma plate with half rice and half fries and a bottle of water together.,menu
I'd like to order a chicken shawarma plate with half rice and half fries and a Laban-up yogurt drink together.,menu
I'd like to order a chicken shawarma plate with tabbouleh and a mint lemonade together.,menu
I'd like to order a chicken shawarma plate with tabbouleh and a Coke together.,menu
I'd like to order a chicken shawarma plate with tabbouleh and a Sprite together.,menu
I'd like to order a chicken shawarma plate with tabbouleh and a bottle of water together.,menu
I'd like to order a chicken shawarma plate with tabbouleh and a Laban-up yogurt drink together.,menu
I'd like to order a chicken shawarma plate with fattoush and a mint lemonade together.,menu
I'd like to order a chicken shawarma plate with fattoush and a Coke together.,menu
I'd like to order a chicken shawarma plate with fattoush and a Sprite together.,menu
I'd like to order a chicken shawarma plate with fattoush and a bottle of water together.,menu
I'd like to order a chicken shawarma plate with fattoush and a Laban-up yogurt drink together.,menu
I'd like to order a beef shawarma plate with fries and a mint lemonade together.,menu
I'd like to order a beef shawarma plate with fries and a Coke together.,menu
I'd like to order a beef shawarma plate with fries and a Sprite together.,menu
I'd like to order a beef shawarma plate with fries and a bottle of water together.,menu
I'd like to order a beef shawarma plate with fries and a Laban-up yogurt drink together.,menu
I'd like to order a beef shawarma plate with rice and a mint lemonade together.,menu
